AvgSpotLen	BioSample	Experiment	Instrument	LoadDate	MBases	MBytes	Organism	Run	SRA_Sample	Sample_Name	biomaterial_provider	cell_line	cell_type	source_name	treated_with	Assay_Type	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	InsertSize	LibraryLayout	LibrarySelection	LibrarySource	Platform	ReleaseDate	SRA_Study
152	SAMN03317911	SRX860564	NextSeq 500	2015-02-03	40	18	Mus musculus	SRR1781404	SRS832146	GSM1597784		EML	hematopoietic cells	singles-EML	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03317853	SRX860565	NextSeq 500	2015-02-03	69	32	Mus musculus	SRR1781405	SRS832142	GSM1597785		EML	hematopoietic cells	singles-EML	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318674	SRX860566	NextSeq 500	2015-02-03	63	28	Mus musculus	SRR1781406	SRS832143	GSM1597786		EML	hematopoietic cells	singles-EML	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318618	SRX860567	NextSeq 500	2015-02-03	174	82	Mus musculus	SRR1781407	SRS832147	GSM1597787		EML	hematopoietic cells	singles-EML	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03317909	SRX860568	NextSeq 500	2015-02-03	63	28	Mus musculus	SRR1781408	SRS832144	GSM1597788		EML	hematopoietic cells	singles-EML	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318672	SRX860569	NextSeq 500	2015-02-03	92	45	Mus musculus	SRR1781409	SRS832148	GSM1597789		EML	hematopoietic cells	singles-EML	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03317837	SRX860570	NextSeq 500	2015-02-03	74	34	Mus musculus	SRR1781410	SRS832149	GSM1597790		EML	hematopoietic cells	singles-EML	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03317860	SRX860571	NextSeq 500	2015-02-03	39	13	Mus musculus	SRR1781411	SRS832150	GSM1597791		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318591	SRX860572	NextSeq 500	2015-02-03	49	17	Mus musculus	SRR1781412	SRS832151	GSM1597792		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318488	SRX860573	NextSeq 500	2015-02-03	50	17	Mus musculus	SRR1781413	SRS832155	GSM1597793		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318458	SRX860574	NextSeq 500	2015-02-03	25	7	Mus musculus	SRR1781414	SRS832156	GSM1597794		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318239	SRX860575	NextSeq 500	2015-02-03	36	10	Mus musculus	SRR1781415	SRS832152	GSM1597795		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318378	SRX860576	NextSeq 500	2015-02-03	89	33	Mus musculus	SRR1781416	SRS832154	GSM1597796		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03317963	SRX860577	NextSeq 500	2015-02-03	51	19	Mus musculus	SRR1781417	SRS832153	GSM1597797		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318297	SRX860578	NextSeq 500	2015-02-03	56	20	Mus musculus	SRR1781418	SRS832157	GSM1597798		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318228	SRX860579	NextSeq 500	2015-02-03	51	18	Mus musculus	SRR1781419	SRS832159	GSM1597799		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318451	SRX860580	NextSeq 500	2015-02-03	47	16	Mus musculus	SRR1781420	SRS832158	GSM1597800		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318513	SRX860581	NextSeq 500	2015-02-03	56	20	Mus musculus	SRR1781421	SRS832160	GSM1597801		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03317812	SRX860582	NextSeq 500	2015-02-03	58	20	Mus musculus	SRR1781422	SRS832162	GSM1597802		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318550	SRX860583	NextSeq 500	2015-02-03	44	16	Mus musculus	SRR1781423	SRS832161	GSM1597803		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318164	SRX860584	NextSeq 500	2015-02-03	33	10	Mus musculus	SRR1781424	SRS832164	GSM1597804		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318178	SRX860585	NextSeq 500	2015-02-03	51	18	Mus musculus	SRR1781425	SRS832165	GSM1597805		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318710	SRX860586	NextSeq 500	2015-02-03	32	9	Mus musculus	SRR1781426	SRS832163	GSM1597806		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318668	SRX860587	NextSeq 500	2015-02-03	42	14	Mus musculus	SRR1781427	SRS832167	GSM1597807		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318508	SRX860588	NextSeq 500	2015-02-03	56	21	Mus musculus	SRR1781428	SRS832166	GSM1597808		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03317944	SRX860589	NextSeq 500	2015-02-03	30	9	Mus musculus	SRR1781429	SRS832169	GSM1597809		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318058	SRX860590	NextSeq 500	2015-02-03	44	15	Mus musculus	SRR1781430	SRS832168	GSM1597810		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318247	SRX860591	NextSeq 500	2015-02-03	49	17	Mus musculus	SRR1781431	SRS832170	GSM1597811		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318061	SRX860592	NextSeq 500	2015-02-03	39	13	Mus musculus	SRR1781432	SRS832171	GSM1597812		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318349	SRX860593	NextSeq 500	2015-02-03	36	12	Mus musculus	SRR1781433	SRS832177	GSM1597813		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318165	SRX860594	NextSeq 500	2015-02-03	58	22	Mus musculus	SRR1781434	SRS832172	GSM1597814		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318542	SRX860595	NextSeq 500	2015-02-03	171	68	Mus musculus	SRR1781435	SRS832173	GSM1597815		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03317775	SRX860596	NextSeq 500	2015-02-03	59	20	Mus musculus	SRR1781436	SRS832175	GSM1597816		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03317829	SRX860597	NextSeq 500	2015-02-03	49	16	Mus musculus	SRR1781437	SRS832174	GSM1597817		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318325	SRX860598	NextSeq 500	2015-02-03	45	13	Mus musculus	SRR1781438	SRS832182	GSM1597818		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318484	SRX860599	NextSeq 500	2015-02-03	40	10	Mus musculus	SRR1781439	SRS832183	GSM1597819		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03317796	SRX860600	NextSeq 500	2015-02-03	60	21	Mus musculus	SRR1781440	SRS832176	GSM1597820		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318085	SRX860601	NextSeq 500	2015-02-03	56	19	Mus musculus	SRR1781441	SRS832179	GSM1597821		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318110	SRX860602	NextSeq 500	2015-02-03	73	26	Mus musculus	SRR1781442	SRS832178	GSM1597822		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318690	SRX860603	NextSeq 500	2015-02-03	45	13	Mus musculus	SRR1781443	SRS832180	GSM1597823		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318510	SRX860604	NextSeq 500	2015-02-03	65	22	Mus musculus	SRR1781444	SRS832181	GSM1597824		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318235	SRX860605	NextSeq 500	2015-02-03	55	18	Mus musculus	SRR1781445	SRS832184	GSM1597825		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318125	SRX860606	NextSeq 500	2015-02-03	38	11	Mus musculus	SRR1781446	SRS832186	GSM1597826		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03317873	SRX860607	NextSeq 500	2015-02-03	36	12	Mus musculus	SRR1781447	SRS832185	GSM1597827		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318064	SRX860608	NextSeq 500	2015-02-03	42	15	Mus musculus	SRR1781448	SRS832187	GSM1597828		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318518	SRX860609	NextSeq 500	2015-02-03	52	19	Mus musculus	SRR1781449	SRS832188	GSM1597829		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318607	SRX860610	NextSeq 500	2015-02-03	44	17	Mus musculus	SRR1781450	SRS832195	GSM1597830		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318516	SRX860611	NextSeq 500	2015-02-03	50	18	Mus musculus	SRR1781451	SRS832189	GSM1597831		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318041	SRX860612	NextSeq 500	2015-02-03	43	15	Mus musculus	SRR1781452	SRS832190	GSM1597832		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03317760	SRX860613	NextSeq 500	2015-02-03	32	11	Mus musculus	SRR1781453	SRS832191	GSM1597833		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318421	SRX860614	NextSeq 500	2015-02-03	46	17	Mus musculus	SRR1781454	SRS832192	GSM1597834		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03317928	SRX860615	NextSeq 500	2015-02-03	35	14	Mus musculus	SRR1781455	SRS832201	GSM1597835		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318561	SRX860616	NextSeq 500	2015-02-03	32	11	Mus musculus	SRR1781456	SRS832203	GSM1597836		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03317901	SRX860617	NextSeq 500	2015-02-03	28	10	Mus musculus	SRR1781457	SRS832193	GSM1597837		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318399	SRX860618	NextSeq 500	2015-02-03	31	11	Mus musculus	SRR1781458	SRS832194	GSM1597838		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318155	SRX860619	NextSeq 500	2015-02-03	53	19	Mus musculus	SRR1781459	SRS832197	GSM1597839		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318059	SRX860620	NextSeq 500	2015-02-03	94	36	Mus musculus	SRR1781460	SRS832196	GSM1597840		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318339	SRX860621	NextSeq 500	2015-02-03	46	15	Mus musculus	SRR1781461	SRS832198	GSM1597841		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318006	SRX860622	NextSeq 500	2015-02-03	42	14	Mus musculus	SRR1781462	SRS832199	GSM1597842		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318379	SRX860623	NextSeq 500	2015-02-03	55	18	Mus musculus	SRR1781463	SRS832200	GSM1597843		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318276	SRX860624	NextSeq 500	2015-02-03	36	10	Mus musculus	SRR1781464	SRS832202	GSM1597844		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318536	SRX860625	NextSeq 500	2015-02-03	37	11	Mus musculus	SRR1781465	SRS832205	GSM1597845		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318722	SRX860626	NextSeq 500	2015-02-03	44	14	Mus musculus	SRR1781466	SRS832204	GSM1597846		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03317997	SRX860627	NextSeq 500	2015-02-03	35	9	Mus musculus	SRR1781467	SRS832206	GSM1597847		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318211	SRX860628	NextSeq 500	2015-02-03	35	9	Mus musculus	SRR1781468	SRS832207	GSM1597848		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318076	SRX860629	NextSeq 500	2015-02-03	33	8	Mus musculus	SRR1781469	SRS832208	GSM1597849		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318634	SRX860630	NextSeq 500	2015-02-03	35	9	Mus musculus	SRR1781470	SRS832209	GSM1597850		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03317869	SRX860631	NextSeq 500	2015-02-03	45	15	Mus musculus	SRR1781471	SRS832210	GSM1597851		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318404	SRX860632	NextSeq 500	2015-02-03	53	18	Mus musculus	SRR1781472	SRS832211	GSM1597852		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318038	SRX860633	NextSeq 500	2015-02-03	99	37	Mus musculus	SRR1781473	SRS832212	GSM1597853		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318306	SRX860634	NextSeq 500	2015-02-03	98	38	Mus musculus	SRR1781474	SRS832213	GSM1597854		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318491	SRX860635	NextSeq 500	2015-02-03	37	9	Mus musculus	SRR1781475	SRS832214	GSM1597855		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03317784	SRX860636	NextSeq 500	2015-02-03	38	10	Mus musculus	SRR1781476	SRS832215	GSM1597856		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03317900	SRX860637	NextSeq 500	2015-02-03	38	10	Mus musculus	SRR1781477	SRS832216	GSM1597857		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03317736	SRX860638	NextSeq 500	2015-02-03	48	15	Mus musculus	SRR1781478	SRS832227	GSM1597858		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03317766	SRX860639	NextSeq 500	2015-02-03	42	13	Mus musculus	SRR1781479	SRS832217	GSM1597859		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318017	SRX860640	NextSeq 500	2015-02-03	51	17	Mus musculus	SRR1781480	SRS832218	GSM1597860		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318180	SRX860641	NextSeq 500	2015-02-03	63	22	Mus musculus	SRR1781481	SRS832230	GSM1597861		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318489	SRX860642	NextSeq 500	2015-02-03	19	6	Mus musculus	SRR1781482	SRS832220	GSM1597862		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318106	SRX860643	NextSeq 500	2015-02-03	28	9	Mus musculus	SRR1781483	SRS832219	GSM1597863		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318250	SRX860644	NextSeq 500	2015-02-03	25	7	Mus musculus	SRR1781484	SRS832233	GSM1597864		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318383	SRX860645	NextSeq 500	2015-02-03	42	14	Mus musculus	SRR1781485	SRS832221	GSM1597865		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03317728	SRX860646	NextSeq 500	2015-02-03	35	13	Mus musculus	SRR1781486	SRS832223	GSM1597866		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03317933	SRX860647	NextSeq 500	2015-02-03	34	11	Mus musculus	SRR1781487	SRS832222	GSM1597867		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03317839	SRX860648	NextSeq 500	2015-02-03	42	15	Mus musculus	SRR1781488	SRS832224	GSM1597868		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03317820	SRX860649	NextSeq 500	2015-02-03	27	8	Mus musculus	SRR1781489	SRS832225	GSM1597869		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318500	SRX860650	NextSeq 500	2015-02-03	24	7	Mus musculus	SRR1781490	SRS832226	GSM1597870		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
